order_id,order_date,customer_id,country,category,product,quantity,unit_price,discount_pct,shipping_cost,returned
ORD-001125,2025-08-16,CUST-00182,NL,Electronics,Headphones,2,265.92,-10,10.92,False
ORD-001126,2025-10-04,CUST-00273,BE,Sports,Tennis Racket,-1,251.04,ten,12.6,False
ORD-001127,2024-12-21,,de,Beauty,Razor,3,22.44,0.0,11.82,yes
ORD-001128,2024-12-25,CUST-00261,IT,Fashion,Cap,3,395.96,5.0,7.47,False
ORD-001129,2024-04-17,CUST-00205,UK,Grocery,Chocolate,2,272.56,0.0,4.35,True
ORD-001130,2025-10-22,CUST-00347,DE,Sports,Tennis Racket,5,17.77,15.0,5.73,False
ORD-001131,2024-04-23,CUST-00568,UK,Fashion,T-Shirt,2,215.69,15.0,2.93,False
ORD-001132,2025-04-22,CUST-00159,ES,Grocery,Coffee Beans,3,90.31,5.0,2.19,False
ORD-001133,2024-12-20,,FR,Electronics,Keyboard,5,128.08,5.0,6.51,False
ORD-001134,2025-03-30,CUST-00589,FR,Grocery,Pasta,3,328.31,0.0,5.28,False
ORD-001135,2025-05-03,CUST-00597,,Home,Lamp,5,336.08,5.0,9.6,False
ORD-001136,2025-04-06,CUST-01348,FR,Sports,Tennis Racket,1,317.72,0.0,,False
ORD-001137,2025-03-26,CUST-00440,BE,Grocery,Tea,2,154.56,20.0,3.07,False
ORD-001138,2025-11-25,CUST-00675,NL,Grocery,Chocolate,2,365.52,25.0,9.76,False
ORD-001139,2024-06-28,CUST-01008,de,Home,Pillow,4,354.54,0.0,0.81,False
ORD-001140,2024-05-03,CUST-00040,IT,Electronics,Keyboard,3,336.15,0.0,12.02,True
ORD-001141,2024-12-03,CUST-00552,ES,Beauty,Razor,5,92.41,10.0,0.39,True
ORD-001142,2024-10-12,CUST-01077,DE,Toys,Puzzle,4,88.02,10.0,11.25,True
ORD-001143,2024-07-15,CUST-01092,DE,Sports,Football,4,158.87,0.0,,False
ORD-001144,2025-10-20,CUST-01300,FR,Home,Chair,3,387.58,,13.36,False
ORD-001145,2025-10-25,CUST-01308,NL,Grocery,Chocolate,5,396.46,0.0,11.94,False
ORD-001146,2025-09-08,CUST-00730,ES,Toys,Puzzle,4,115.15,30.0,3.07,False
ORD-001147,2024-04-28,CUST-00096,UK,Fashion,Jacket,4,290.4,0.0,10.4,False
ORD-001148,2025-10-10,,FR,Beauty,Perfume,2,285.22,0.0,12.69,no
ORD-001149,2025-05-20,CUST-00898,ES,Grocery,Olive Oil,1,204.8,5.0,10.6,False
ORD-001150,2025-03-20,CUST-00837,IT,Grocery,Pasta,4,96.21,0.0,12.98,False
ORD-001151,2024-05-14,CUST-00631,UK,Sports,Water Bottle,2,339.38,10.0,,False
ORD-001152,2025-09-26,CUST-00531,FR,Home,Pillow,3,383.26,5.0,7.04,False
ORD-001153,2024-11-08,CUST-01393,DE,Home,Lamp,2,138.09,0.0,10.71,False
ORD-001154,2025-12-07,CUST-01336,ES,Beauty,Moisturizer,5,352.92,5.0,4.26,False
ORD-001155,2025-06-15,CUST-00144,UK,Electronics,Mouse,3,200.47,10.0,11.59,False
ORD-001156,2024-11-03,CUST-01319,BE,Fashion,Cap,4,176.11,0.0,7.5,False
ORD-001157,2025-01-06,CUST-00605,UK,Electronics,Keyboard,1,191.46,0.0,9.59,False
ORD-001158,2024-10-07,CUST-00775,NL,Beauty,Sunscreen,1,348.34,0.0,6.49,False
ORD-001159,2025-05-28,CUST-01180,,Toys,Board Game,1,353.06,0.0,14.6,False
ORD-001160,2025-08-23,CUST-00648,UK,Home,Pillow,2,85.77,0.0,13.14,False
ORD-001161,2025-05-30,CUST-00263,BE,Sports,Tennis Racket,3,349.44,10.0,11.3,False
ORD-001162,2024-11-02,CUST-00192,UK,Electronics,USB-C Cable,5,113.91,0.0,14.64,False
ORD-001163,2025-04-02,CUST-00644,IT,Fashion,Sneakers,3,130.95,0.0,-5.0,False
ORD-001164,2024-08-18,,ES,Toys,Doll,4,66.43,5.0,12.21,False
ORD-001165,2024-01-02,CUST-00156,NL,Grocery,Tea,1,212.23,0.0,10.86,False
ORD-001166,2025-01-19,CUST-00608,FR,Grocery,Coffee Beans,0,261.39,0.0,0.27,False
ORD-001167,2025-11-23,CUST-00168,FR,Electronics,Keyboard,3,216.04,0.0,6.75,False
ORD-001168,2024-10-29,CUST-01096,NL,Beauty,Sunscreen,5,277.91,0.0,7.92,False
ORD-001169,2024-02-28,CUST-01298,DE,Fashion,,2,13.89,0.0,5.92,False
ORD-001170,2025-01-15,CUST-00839,BE,Home,Pillow,1,167.41,0.0,1.64,False
ORD-001171,2024-10-11,CUST-01046,FR,Fashion,T-Shirt,4,205.23,0.0,12.81,False
ORD-001172,2024-01-14,,FR,Toys,Doll,3,364.8,20.0,12.19,False
ORD-001173,2025-05-19,CUST-00077,FR,Electronics,Monitor,2,190.11,10.0,,False
ORD-001174,2025-06-22,CUST-00661,BE,Fashion,Sneakers,2,198.88,0.0,10.01,False
ORD-001175,2025-06-13,CUST-00465,NL,Beauty,Razor,1,206.62,15.0,3.37,False
ORD-001176,2025-09-20,CUST-01030,FR,Grocery,Chocolate,4,110.31,5.0,12.83,False
ORD-001177,2025-11-28,CUST-00954,BE,Fashion,Jeans,4,347.17,0.0,9.11,False
ORD-001178,2024-12-19,CUST-00346,ES,Toys,Action Figure,3,50.44,0.0,11.85,False
ORD-001179,2024-09-11,CUST-00007,UK,Electronics,Mouse,3,304.16,5.0,13.03,False
ORD-001180,2024-07-16,CUST-01387,FR,Grocery,Pasta,5,355.96,0.0,9.89,True
ORD-001181,2024-07-09,CUST-00125,NL,Sports,Tennis Racket,2,267.59,20.0,2.41,False
ORD-001182,2025-05-07,CUST-01280,BE,Beauty,Sunscreen,1,179.58,5.0,5.61,1
ORD-001183,2024-08-27,CUST-01258,BE,Home,Chair,1,233.81,20.0,11.59,True
ORD-001184,2024-01-08,CUST-00208,BE,Sports,Water Bottle,5,23.43,10.0,8.63,False
ORD-001185,2024-05-11,CUST-01267,UK,Fashion,T-Shirt,4,302.08,0.0,7.04,False
ORD-001186,2024-09-17,CUST-00063,belgique,Beauty,,4,88.19,0.0,14.53,False
ORD-001187,2024-06-09,CUST-00019,UK,Fashion,T-Shirt,5,140.26,30.0,free,True
ORD-001188,2025-07-15,CUST-00071,DE,Electronics,Headphones,3,38.02,0.0,14.89,False
ORD-001189,2024-11-23,CUST-01296,FR,Toys,Board Game,3,72.8,0.0,8.81,False
ORD-001190,2025-05-03,CUST-00363,NL,Electronics,Keyboard,4,357.46,0.0,13.84,False
ORD-001191,2025-09-10,CUST-00412,UK,Beauty,Moisturizer,1,19.03,5.0,10.82,False
ORD-001192,2024-04-11,CUST-00533,IT,Beauty,Perfume,5,99.91,20.0,,False
ORD-001193,2025-09-16,CUST-00661,DE,Fashion,Jeans,3,62.11,20.0,3.45,False
ORD-001194,2025-06-08,CUST-00805,IT,Grocery,Coffee Beans,2,51.66,,6.57,False
ORD-001195,2025-01-01,CUST-01258,BE,Grocery,Coffee Beans,4,-120.0,25.0,10.49,False
ORD-001196,2025-11-17,CUST-01060,ES,Beauty,Moisturizer,4,244.53,0.0,9.37,False
ORD-001197,2025-12-09,CUST-00336,BE,Beauty,Perfume,3,384.15,20.0,9.03,False
ORD-001198,2025-09-13,CUST-01209,IT,Fashion,Jacket,-3,194.21,0.0,0.05,False
ORD-001199,2025-01-10,CUST-01381,FR,Home,Lamp,2,105.39,15.0,6.52,False
ORD-001200,2024-02-29,CUST-00552,UK,Home,Lamp,5,142.89,0.0,4.01,False
ORD-001201,2024-01-13,CUST-00110,DE,Grocery,Tea,3,50.19,0.0,2.4,False
ORD-001202,2024-12-30,CUST-01001,NL,Grocery,Chocolate,1,347.07,0.0,1.63,True
ORD-001203,2024-07-06,CUST-00422,NL,Home,Coffee Maker,3,206.25,0.0,14.78,False
ORD-001204,2024-09-05,CUST-00383,IT,Fashion,Jacket,3,341.4,0.0,4.0,False
ORD-001205,2024-01-03,CUST-00730,UK,Electronics,Monitor,2,174.03,0.0,,False
ORD-001206,2025-04-02,CUST-01233,DE,Sports,Water Bottle,3,84.63,15.0,10.16,False
ORD-001207,2025-02-27,CUST-00457,IT,Beauty,Moisturizer,4,318.02,0.0,1.83,False
ORD-001208,2025-07-01,CUST-00475,ES,Sports,Yoga Mat,4,157.48,0.0,,False
ORD-001209,2025-04-04,CUST-00242,NL,Toys,Doll,4,44.48,0.0,0.39,False
ORD-001210,2024-07-31,CUST-00729,BE,Grocery,Coffee Beans,2,265.96,30.0,10.04,False
ORD-001211,2024-10-02,CUST-00587,NL,Toys,Puzzle,5,241.91,25.0,11.82,False
ORD-001212,2025-06-09,CUST-01002,Netherlands,Toys,Lego Set,2,353.99,0.0,12.74,False
ORD-001213,2025-08-12,CUST-00344,ES,Fashion,T-Shirt,4,193.41,0.0,12.67,False
ORD-001214,2024-09-06,CUST-00610,Belgium,Grocery,Tea,2,206.46,0.0,10.25,False
ORD-001215,2025-10-13,CUST-00691,de,Sports,Football,5,19.24,5.0,9.91,False
ORD-001216,2025-08-09,CUST-01240,Belgium,Sports,Water Bottle,3,330.67,0.0,5.29,False
ORD-001217,2025-02-11,CUST-01235,IT,Fashion,Sneakers,2,192.82,5.0,0.88,False
ORD-001218,2024-12-28,CUST-01010,NL,Sports,Yoga Mat,5,185.22,0.0,5.14,no
,2025-02-10,CUST-00479,UK,Fashion,Sneakers,3,97.47,10.0,14.69,False
ORD-001220,2024-11-10,CUST-00221,BE,Beauty,Perfume,3,200.19,0.0,7.97,False
ORD-001221,2024-04-23,CUST-00536,IT,Toys,Doll,1,343.26,0.0,9.46,False
ORD-001222,2025-09-06,CUST-00551,ES,Toys,Action Figure,5,297.26,20.0,9.38,False
ORD-001223,2024-10-04,CUST-00448,DE,Fashion,Jeans,1,170.27,0.0,6.36,False
ORD-001224,2025-02-02,CUST-00760,DE,Toys,Puzzle,1,113.68,15.0,8.67,False
ORD-001225,2025-09-16,CUST-01283,IT,Electronics,Mouse,4,319.45,0.0,14.66,True
ORD-001226,2024-08-11,CUST-00085,IT,Toys,Board Game,3,318.04,0.0,8.98,False
ORD-001227,2024-01-07,CUST-01080,ES,Toys,Puzzle,4,42.47,-10,9.16,False
ORD-001228,2025-03-14,CUST-01274,ES,Electronics,Headphones,3,278.31,0.0,,False
ORD-001229,2024-11-16,CUST-01256,DE,Home,Chair,3,37.19,20.0,13.28,False
ORD-001230,2025-04-27,CUST-00444,DE,Toys,Doll,2,22.37,10.0,13.65,False
ORD-001231,2025-04-14,CUST-00055,belgique,Grocery,Chocolate,5,333.67,5.0,free,False
ORD-001232,2025-01-21,CUST-00539,IT,Home,Coffee Maker,2,235.28,5.0,14.66,False
ORD-001233,2024-10-15,CUST-00095,ES,Toys,Lego Set,5,221.44,0.0,10.84,False
ORD-001234,2024-03-10,CUST-00634,ES,Home,Coffee Maker,2,248.7,0.0,9.83,False
ORD-001235,2025-06-09,CUST-00105,ES,Beauty,Moisturizer,4,304.51,20.0,5.62,False
ORD-001236,2025-12-14,CUST-00266,ES,Beauty,Moisturizer,4,234.81,10.0,8.33,False
ORD-001237,2025-02-10,CUST-01183,ES,Electronics,USB-C Cable,1,67.45,0.0,9.96,False
ORD-001238,2025-05-12,CUST-00594,DE,Grocery,Coffee Beans,2,354.56,15.0,7.89,False
ORD-001239,2025-07-30,CUST-01018,U.K.,Beauty,Perfume,5,71.33,0.0,5.07,False
ORD-001240,2024-01-19,CUST-01356,BE,Beauty,Perfume,3,80.94,10.0,2.85,False
ORD-001241,2025-04-26,CUST-00520,IT,Fashion,Jeans,2,374.9,5.0,0.5,False
ORD-001242,2025-07-02,CUST-00691,de,Toys,Doll,3,10.92,20.0,9.3,False
ORD-001243,2025-03-28,CUST-00366,ES,Sports,Tennis Racket,3,106.7,30.0,6.01,FALSE
ORD-001244,2025-01-07,CUST-01386,DE,Sports,Dumbbells,1,256.29,30.0,13.44,False
ORD-001245,2025-06-12,CUST-00108,IT,Grocery,Chocolate,1,139.0,10.0,1.2,False
ORD-001246,2025-02-25,CUST-00993,IT,Electronics,Keyboard,3,84.72,25.0,14.93,False
ORD-001247,2024-10-25,CUST-00838,IT,Electronics,USB-C Cable,3,60.11,0.0,3.5,False
ORD-001248,2024-03-04,CUST-00455,ES,Sports,Dumbbells,2,49.38,0.0,13.59,False
ORD-001249,2025-01-21,CUST-00941,FR,Grocery,Tea,3,145.03,5.0,0.65,False
ORD-001250,2024-04-13,CUST-00317,BE,Fashion,T-Shirt,3,273.98,5.0,6.57,False
ORD-001251,2024-12-31,CUST-01354,ES,Beauty,Shampoo,3,15.29,0.0,10.17,False
ORD-001252,2025-06-17,CUST-01339,ES,Fashion,Sneakers,1,262.61,,12.03,False
ORD-001253,2024-11-07,CUST-00665,UK,Home,Pillow,5,109.41,10.0,9.42,False
ORD-001254,2025-08-31,CUST-01296,DE,Sports,Dumbbells,2,30.18,0.0,2.32,False
ORD-001255,2024-01-11,,NL,Electronics,Keyboard,3,242.73,25.0,5.4,False
ORD-001256,2025-08-31,CUST-01132,UK,Fashion,Cap,4,130.28,5.0,12.26,False
ORD-001257,2025-12-22,CUST-00590,BE,Grocery,Coffee Beans,5,151.28,15.0,9.04,False
ORD-001258,2024-03-06,CUST-00393,ES,Toys,Action Figure,4,301.14,20.0,5.24,False
ORD-001259,2025-03-10,CUST-00770,FR,Home,Chair,4,301.71,,6.3,False
ORD-001260,2024-02-05,CUST-01364,DE,Toys,Doll,2,71.77,0.0,13.68,False
ORD-001261,2024-06-25,CUST-00065,ES,Sports,Water Bottle,4,290.61,10.0,10.45,False
ORD-001262,2024-07-10,CUST-00991,DE,Grocery,Tea,4,362.69,5.0,1.02,False
ORD-001263,2024-12-27,,NL,Sports,,5,221.68,10.0,5.74,False
ORD-001264,2025-06-03,CUST-01353,ES,Toys,Action Figure,4,287.15,15.0,13.36,False
,2024-03-28,CUST-01357,BE,Home,Lamp,2,254.62,15.0,7.16,False
ORD-001266,2025-07-24,CUST-00807,BE,Grocery,Olive Oil,3,149.08,25.0,5.35,False
ORD-001267,2024-10-16,CUST-00733,NL,Sports,Football,3,42.88,5.0,8.07,False
ORD-001268,2025-09-09,CUST-01331,BE,Home,Vacuum,3,229.11,15.0,5.42,False
ORD-001269,2025-02-14,CUST-00004,DE,Home,Pillow,2,15.72,20.0,2.95,False
ORD-001270,2025-12-29,CUST-00444,IT,Sports,Dumbbells,4,387.68,30.0,4.12,False
ORD-001271,2025-04-04,CUST-01305,IT,Beauty,Shampoo,5,241.11,0.0,0.08,True
ORD-001272,2024-04-21,CUST-01173,Netherlands,Fashion,Jacket,1,106.77,25.0,7.78,False
ORD-001273,2025-06-21,CUST-00125,UK,Sports,Dumbbells,5,159.6,20.0,11.13,False
ORD-001274,2025-09-02,CUST-01136,NL,Beauty,Shampoo,5,241.47,5.0,13.35,False
ORD-001275,2024-02-09,CUST-00827,NL,Fashion,Jeans,1,5.51,5.0,1.1,False
ORD-001276,2025-01-19,CUST-00039,FR,Electronics,USB-C Cable,1,288.67,0.0,14.51,False
ORD-001277,2024-01-20,CUST-01296,BE,Electronics,Mouse,3,223.58,30.0,14.7,False
ORD-001278,2025-05-01,,DE,Sports,Tennis Racket,3,44.68,5.0,9.0,False
ORD-001279,2025-10-19,CUST-00744,IT,Home,Pillow,5,5.38,0.0,3.15,False
ORD-001280,2024-06-10,CUST-01297,belgique,Fashion,Sneakers,1,252.24,0.0,11.08,False
ORD-001281,2025-04-27,CUST-01374,,Beauty,Shampoo,1,82.97,0.0,3.48,False
ORD-001282,2025-12-17,CUST-01371,FR,Toys,Puzzle,5,155.86,0.0,7.65,False
ORD-001283,2024-06-10,CUST-00443,FR,Home,Pillow,2,150.81,0.0,1.88,False
ORD-001284,2025-09-26,,ES,Toys,Doll,5,60.44,10.0,6.1,False
ORD-001285,2024-07-18,CUST-00731,FR,Grocery,Pasta,1,29.42,0.0,12.15,False
ORD-001286,2025-03-23,CUST-00425,belgique,Fashion,Sneakers,5,,15.0,9.98,False
ORD-001287,2025-01-22,CUST-00560,belgique,Beauty,Sunscreen,2,319.68,5.0,3.42,False
ORD-001288,2025-10-05,CUST-00292,DE,Toys,Puzzle,1,382.58,20.0,12.58,False
ORD-001289,2025-04-07,CUST-01370,Belgium,Sports,Dumbbells,5,303.92,15.0,4.07,False
ORD-001290,2025-10-27,CUST-00946,IT,Grocery,Coffee Beans,2,194.54,,12.55,False
ORD-001291,2024-07-11,CUST-01171,belgique,Toys,Lego Set,1,194.16,0.0,3.52,True
ORD-001292,2024-09-19,,ES,Beauty,Perfume,2,106.17,10.0,0.93,False
ORD-001293,2025-04-13,CUST-00789,ES,Grocery,Tea,5,229.43,0.0,2.21,False
ORD-001294,2025-03-04,CUST-00536,FRANCE,Electronics,Headphones,3,273.25,30%,12.1,False
ORD-001295,2025-05-19,CUST-00409,DE,Electronics,Mouse,3,95.81,10.0,5.99,True
ORD-001296,2025-08-08,CUST-00642,NL,Toys,Doll,5,0,0.0,14.97,False
ORD-001297,2025-09-14,CUST-01378,DE,Beauty,Sunscreen,5,125.32,,9.98,False
ORD-001298,2024-07-16,CUST-00996,DE,Electronics,Mouse,3,127.22,10.0,2.04,False
ORD-001299,2024-04-24,CUST-01109,DE,Home,Vacuum,5,171.7,15.0,,False
ORD-001300,2024-08-12,CUST-00841,NL,Toys,Doll,5,290.97,0.0,11.46,False
,2025-02-12,,ES,Toys,Lego Set,2,295.21,30.0,8.68,False
ORD-001302,2025-12-26,CUST-00821,UK,Home,Coffee Maker,4,343.04,25.0,2.9,False
ORD-001303,2024-11-24,CUST-00477,IT,Beauty,Shampoo,2,230.44,20.0,13.98,False
ORD-001304,2024-07-09,CUST-00763,IT,Sports,Football,4,82.74,5.0,0.33,no
ORD-001305,2025-06-21,CUST-01234,IT,Home,Pillow,1,261.55,0.0,0.09,False
ORD-001306,2024-10-08,CUST-00966,ES,Toys,Action Figure,5,369.32,0.0,3.88,False
ORD-001307,2024-09-17,CUST-00424,IT,Sports,Football,2,31.58,0.0,3.91,False
ORD-001308,2024-02-18,CUST-00690,NL,Home,Lamp,1,265.24,5.0,4.06,False
ORD-001309,2025-08-04,CUST-01096,UK,Home,Vacuum,2,382.61,0.0,13.26,False
ORD-001310,2025-10-01,CUST-00849,NL,,Shampoo,4,152.85,,0.08,False
ORD-001311,2024-10-21,CUST-00806,ES,Sports,Dumbbells,5,,0.0,2.6,TRUE
ORD-001312,2025-09-27,,NL,Home,Vacuum,3,315.89,10.0,9.02,False
ORD-001313,2025-05-20,CUST-00618,NL,Toys,Puzzle,5,287.66,0.0,2.93,False
ORD-001314,2025-06-20,CUST-00038,IT,Sports,Dumbbells,1,211.89,0.0,9.89,False
ORD-001315,2024-08-21,CUST-01076,BE,Grocery,Tea,,80.78,30.0,4.54,False
ORD-001316,2025-01-21,CUST-00876,UK,Beauty,Sunscreen,1,152.67,10.0,11.73,False
ORD-001317,not-a-date,CUST-00937,ES,Fashion,Cap,5,339.37,5.0,4.35,False
ORD-001318,2025-09-11,CUST-01101,DE,Grocery,Chocolate,5,188.85,30.0,13.19,False
ORD-001319,2025-03-15,CUST-00937,DE,,Chocolate,5,216.25,5.0,12.8,False
ORD-001320,2024-09-14,CUST-00072,UK,Fashion,T-Shirt,3,24.3,0.0,13.62,False
ORD-001321,2025-10-08,CUST-00216,BE,Home,Coffee Maker,4,331.53,5.0,free,False
ORD-001322,2024-07-13,CUST-01204,UK,Grocery,Olive Oil,1,131.55,10.0,13.69,False
ORD-001323,2025-11-02,CUST-00115,BE,Home,Chair,3,13.31,0.0,10.65,False
ORD-001324,2024-02-06,CUST-00121,UK,Toys,Lego Set,2,264.42,10.0,11.1,False
ORD-001325,2024-04-25,CUST-01315,IT,Grocery,Coffee Beans,4,57.43,25.0,13.7,False
ORD-001326,2024-04-04,CUST-01160,FR,Toys,Action Figure,1,231.84,0.0,5.53,False
ORD-001327,2024-04-15,CUST-00866,FR,Grocery,Coffee Beans,4,260.24,30.0,10.31,False
ORD-001328,2025-11-08,CUST-00668,NL,Grocery,Coffee Beans,5,259.02,5.0,9.9,False
ORD-001329,2025-01-23,CUST-00239,FR,Fashion,Jacket,2,183.72,0.0,11.81,False
ORD-001330,2024-08-22,CUST-00436,FR,Home,Pillow,2,157.8,0.0,6.04,False
ORD-001331,2024-05-06,CUST-00285,U.K.,Sports,Yoga Mat,3,348.4,30.0,-5.0,False
ORD-003941,2025-01-31,CUST-00489,IT,Electronics,Monitor,1,19.56,,13.95,False
ORD-001333,2025-12-08,CUST-00115,Netherlands,Sports,Yoga Mat,1,174.36,0.0,6.4,False
ORD-001334,2024-05-25,CUST-00899,NL,Electronics,Keyboard,5,147.66,10.0,5.84,False
ORD-001335,2024-12-22,CUST-00884,,Electronics,USB-C Cable,5,57.2,25.0,8.2,False
ORD-001336,2025-06-21,CUST-00667,IT,Grocery,Coffee Beans,5,26.5,0.0,8.05,False
ORD-001337,2024-07-12,CUST-00976,FR,Toys,Doll,3,56.38,0.0,2.36,False
ORD-001338,2024-01-13,CUST-00387,UK,Grocery,Chocolate,3,198.14,0.0,10.63,False
ORD-001339,2025-04-24,CUST-00589,NL,Grocery,Olive Oil,2,194.23,15.0,13.46,False
ORD-001340,2025-10-25,,IT,Toys,Board Game,1,41.13,0.0,11.75,False
ORD-001341,2024-08-05,CUST-00923,NL,Home,Chair,3,336.93,5.0,12.34,False
ORD-001342,2025-02-01,CUST-00499,FRANCE,Toys,Lego Set,1,36.29,25.0,6.39,False
ORD-001343,2024-10-04,CUST-00585,IT,Sports,,4,378.27,0.0,1.79,False
ORD-001344,2024-05-26,CUST-00020,ES,Beauty,Sunscreen,3,55.77,0.0,3.36,False
ORD-001345,2024-06-06,CUST-00909,DE,Toys,Puzzle,1,296.64,20.0,13.47,False
ORD-001346,2024-05-02,CUST-00450,IT,Grocery,Pasta,2,399.95,15.0,8.06,False
ORD-001347,2025-01-11,CUST-01268,BE,Beauty,Perfume,4,219.12,0.0,14.39,False
ORD-001348,2024-04-27,CUST-00833,FR,Sports,Football,3,88.53,15.0,11.06,False
ORD-001349,2025-04-26,CUST-00293,DE,Sports,Football,4,335.05,0.0,13.16,False
ORD-001350,2024-04-22,CUST-01048,U.K.,Fashion,Jeans,1,46.72,0.0,4.24,False
ORD-001351,2024-05-16,CUST-01306,FR,Home,Vacuum,3,397.1,0.0,8.99,False
ORD-001352,2024-11-07,CUST-00608,belgique,Beauty,Perfume,5,260.92,15.0,,TRUE
ORD-001353,2024-03-06,CUST-01027,UK,Grocery,Pasta,5,146.31,0.0,13.75,False
ORD-001354,2025-07-07,CUST-00899,NL,Beauty,Sunscreen,5,287.01,,0.73,False
ORD-001355,2024-09-27,,UK,Fashion,T-Shirt,-3,191.71,5.0,3.6,False
ORD-001356,2025-04-01,CUST-01129,ES,Toys,Lego Set,3,243.26,25.0,8.08,False
ORD-001357,2024-03-23,CUST-00828,NL,Grocery,Chocolate,5,262.98,5.0,8.59,True
ORD-001358,2025-11-13,CUST-01094,BE,Home,Lamp,5,381.35,0.0,3.19,False
ORD-001359,2025-03-13,CUST-00528,DE,Grocery,Pasta,2,75.05,20.0,5.3,False
ORD-001360,2024-09-24,CUST-01271,IT,Beauty,Shampoo,2,210.95,5.0,4.12,False
ORD-001361,2025-01-02,CUST-00082,IT,Home,Chair,3,366.97,5.0,11.53,False
ORD-001362,2024-05-16,CUST-01325,IT,Home,Pillow,4,109.41,0.0,2.41,True
ORD-001363,2025-12-31,CUST-01298,ES,Fashion,Cap,3,306.08,0.0,13.48,False
ORD-001364,2025-02-20,CUST-01025,UK,Grocery,Coffee Beans,2,203.4,,0.36,False
ORD-001365,2024-05-17,CUST-00945,NL,Electronics,Headphones,3,180.3,5.0,11.03,False
ORD-001366,2024-08-13,CUST-00084,FR,Beauty,Razor,5,250.5,10.0,9.05,False
ORD-001367,2025-05-25,CUST-01275,NL,Beauty,Razor,4,287.95,5.0,13.06,False
ORD-001368,2025-11-14,CUST-00234,NL,Fashion,Jeans,2,12.78,0.0,5.28,False
ORD-001369,2024-05-18,CUST-01260,BE,Sports,Water Bottle,2,95.93,15.0,11.57,False
ORD-001370,2024-07-07,CUST-00467,U.K.,Electronics,Keyboard,1,48.81,0.0,5.87,True
ORD-001371,2025-12-03,CUST-00646,NL,Fashion,Jacket,4,205.46,20.0,1.94,False
ORD-001372,2025-10-22,CUST-00428,DE,Beauty,Shampoo,5,156.5,10.0,14.64,False
ORD-001373,2025-01-23,CUST-00796,BE,Fashion,T-Shirt,3,26.58,0.0,0.11,False
ORD-001374,2024-01-18,CUST-00419,IT,Grocery,Coffee Beans,4,122.84,0.0,10.25,False
ORD-001375,2024-08-23,CUST-00174,NL,Electronics,USB-C Cable,3,342.43,25.0,13.71,False
ORD-005490,2025-04-28,CUST-00887,U.K.,Toys,Action Figure,1,178.8,0.0,,True
ORD-001377,2025-10-24,CUST-00301,ES,Toys,Board Game,1,390.78,10.0,14.25,False
ORD-001378,2025-06-06,CUST-00026,belgique,Electronics,USB-C Cable,2,8.44,30.0,13.54,True
ORD-001379,2024-09-25,,IT,Electronics,Keyboard,5,107.12,-10,2.41,False
ORD-001380,2024-08-24,CUST-00615,FRANCE,Toys,Lego Set,3,154.07,0.0,14.97,False
ORD-001381,2024-09-28,CUST-01324,IT,Home,Chair,1,362.76,20.0,12.17,False
ORD-001382,2024-01-27,CUST-01397,DE,Grocery,Olive Oil,5,123.21,15.0,6.07,False
ORD-001383,2025-12-20,CUST-00965,IT,Toys,Puzzle,1,207.48,10.0,13.46,False
ORD-001384,2024-02-13,CUST-01039,BE,Toys,Puzzle,4,30.75,0.0,13.45,False
ORD-001385,2025-05-03,CUST-00713,UK,Beauty,Razor,1,,0.0,12.13,False
ORD-001386,2024-11-28,CUST-00149,ES,Electronics,USB-C Cable,4,291.85,20.0,4.8,False
ORD-001387,,CUST-01338,IT,Grocery,Coffee Beans,4,169.85,0.0,14.22,False
ORD-001388,2025-04-01,CUST-00808,IT,Home,Vacuum,1,336.13,5.0,10.53,False
ORD-001389,2024-03-26,CUST-00682,UK,Beauty,Moisturizer,2,6.02,5.0,14.24,False
ORD-001390,2025-06-21,CUST-00972,FR,Sports,Water Bottle,2,17.21,25.0,4.91,False
ORD-001391,2024-07-04,CUST-00969,FR,Beauty,Razor,1,30.19,0.0,4.76,False
ORD-001392,2024-05-31,CUST-01066,FR,Fashion,Sneakers,5,92.87,5.0,0.61,False
ORD-001393,2025-08-02,CUST-00234,BE,Home,Pillow,2,311.68,0.0,8.27,False
ORD-001394,2025-08-07,CUST-01080,NL,Fashion,T-Shirt,5,263.36,25.0,2.18,False
ORD-001395,2024-09-25,CUST-01119,FR,Electronics,Keyboard,3,254.84,5.0,14.88,False
ORD-001396,2025-02-13,CUST-01349,FR,Toys,Doll,5,163.62,5.0,7.93,False
ORD-001397,2025-10-28,CUST-00735,de,Beauty,Razor,2,389.3,30.0,10.05,False
ORD-001398,2025-04-30,CUST-00524,ES,Home,Pillow,5,14.4,20.0,7.46,False
ORD-001399,2024-09-26,CUST-00550,NL,Sports,Tennis Racket,3,17.53,0.0,6.13,False
ORD-001400,2024-06-24,CUST-00809,FR,Sports,Football,2,235.74,0.0,12.45,False
ORD-001401,2024-04-26,CUST-01078,FR,Home,Lamp,5,213.66,5.0,9.63,False
ORD-001402,2024-01-06,CUST-00609,UK,Fashion,Jacket,3,76.48,5.0,5.6,False
ORD-001403,2025-07-23,CUST-00037,DE,Sports,Yoga Mat,2,173.27,0.0,4.11,True
ORD-001404,2025-02-18,CUST-01209,ES,Grocery,Pasta,3,333.2,15.0,6.57,False
ORD-001405,2024-02-11,CUST-00522,ES,Grocery,Coffee Beans,2,162.69,20.0,5.9,False
